Bin,p
SRR17648424,p__Bacillota_A
SRR17648425,p__Bacillota_A
SRR17648427,p__Bacillota_A
SRR17648429,p__Bacillota_A
SRR17648431,p__Bacillota_A
SRR17648434,p__Bacillota_A
SRR17648435,p__Bacillota_A
SRR17648437,p__Bacillota_A
SRR17648439,p__Bacillota_A
SRR17648442,p__Bacillota_A
SRR17648443,p__Bacillota_A
SRR17827810,p__Bacillota_A
SRR17827811,p__Bacillota_A
SRR17827815,p__Bacillota_A
SRR17827816,p__Bacillota_A
SRR17827817,p__Bacillota_A
SRR17827820,p__Bacillota_A
SRR17827822,p__Bacillota_A
SRR17827827,p__Bacillota_A
SRR17827830,p__Bacillota_A
SRR17827833,p__Bacillota_A
SRR17827834,p__Bacillota_A
SRR17827837,p__Bacillota_A
SRR17827838,p__Bacillota_A
SRR17827840,p__Bacillota_A
SRR17827842,p__Bacillota_A
SRR17827844,p__Bacillota_A
SRR17827846,p__Bacillota_A
SRR17827850,p__Bacillota_A
SRR17827855,p__Bacillota_A
SRR17827857,p__Bacillota_A
SRR17827858,p__Bacillota_A
SRR17827862,p__Bacillota_A
SRR17827863,p__Bacillota_A
SRR17827864,p__Bacillota_A
SRR17827865,p__Bacillota_A
SRR17827867,p__Bacillota_A
SRR17827876,p__Bacillota_A
SRR17827878,p__Bacillota_A
SRR17827879,p__Bacillota_A
SRR17827885,p__Bacillota_A
SRR17827886,p__Bacillota_A
SRR17827887,p__Bacillota_A
SRR17827888,p__Bacillota_A
SRR17827890,p__Bacillota_A
SRR17827891,p__Bacillota_A
SRR17827892,p__Bacillota_A
SRR17827894,p__Bacillota_A
SRR17827895,p__Bacillota_A
SRR17827897,p__Bacillota_A
SRR17827899,p__Bacillota_A
SRR17827900,p__Bacillota_A
SRR17827901,p__Bacillota_A
SRR17827904,p__Bacillota_A
SRR17827906,p__Bacillota_A
SRR17827908,p__Bacillota_A
SRR17827909,p__Bacillota_A
SRR17827912,p__Bacillota_A
SRR17827916,p__Bacillota_A
SRR17827917,p__Bacillota_A
SRR17827918,p__Bacillota_A
SRR17827922,p__Bacillota_A
SRR17827923,p__Bacillota_A
SRR17827925,p__Bacillota_A
SRR17827927,p__Bacillota_A
SRR17827930,p__Bacillota_A
SRR17827931,p__Bacillota_A
SRR17827932,p__Bacillota_A
SRR17827933,p__Bacillota_A
SRR17827934,p__Bacillota_A
SRR17827935,p__Bacillota_A
SRR17827940,p__Bacillota_A
SRR17827943,p__Bacillota_A
SRR17827945,p__Bacillota_A
SRR17827946,p__Bacillota_A
SRR17827948,p__Bacillota_A
SRR17827949,p__Bacillota_A
SRR18191112,p__Bacillota_A
SRR18191113,p__Bacillota_A
SRR18191114,p__Bacillota_A
SRR18191115,p__Bacillota_A
SRR18191117,p__Bacillota_A
SRR18191119,p__Bacillota_A
SRR18191120,p__Bacillota_A
SRR18191121,p__Bacillota_A
SRR18191123,p__Bacillota_A
SRR18191124,p__Bacillota_A
SRR18191126,p__Bacillota_A
SRR18191127,p__Bacillota_A
SRR18191128,p__Bacillota_A
SRR18191130,p__Bacillota_A
SRR18191132,p__Bacillota_A
SRR18191134,p__Bacillota_A
SRR18191140,p__Bacillota_A
SRR18191141,p__Bacillota_A
SRR18191142,p__Bacillota_A
SRR18191145,p__Bacillota_A
SRR18191147,p__Bacillota_A
SRR18191149,p__Bacillota_A
SRR18191150,p__Bacillota_A
SRR18191151,p__Bacillota_A
SRR18191155,p__Bacillota_A
SRR18191156,p__Bacillota_A
SRR18191157,p__Bacillota_A
SRR18191158,p__Bacillota_A
SRR18191159,p__Bacillota_A
SRR18191161,p__Bacillota_A
SRR18191163,p__Bacillota_A
SRR18191165,p__Bacillota_A
SRR18191168,p__Bacillota_A
SRR18191172,p__Bacillota_A
SRR18191173,p__Bacillota_A
SRR18191174,p__Bacillota_A
SRR18191178,p__Bacillota_A
SRR18191181,p__Bacillota_A
SRR18191183,p__Bacillota_A
SRR18191186,p__Bacillota_A
SRR18191187,p__Bacillota_A
SRR18191188,p__Bacillota_A
SRR18191189,p__Bacillota_A
SRR18191192,p__Bacillota_A
SRR18191195,p__Bacillota_A
SRR18191196,p__Bacillota_A
SRR19580962,p__Bacillota_A
SRR19580967,p__Bacillota_A
SRR20677853,p__Bacillota_A
SRR20677854,p__Bacillota_A
SRR20677855,p__Bacillota_A
SRR20677859,p__Bacillota_A
SRR20677864,p__Bacillota_A
SRR20677865,p__Bacillota_A
SRR20677872,p__Bacillota_A
SRR20677874,p__Bacillota_A
SRR20677878,p__Bacillota_A
SRR20677879,p__Bacillota_A
SRR20677881,p__Bacillota_A
SRR20677883,p__Bacillota_A
SRR20677887,p__Bacillota_A
SRR20677889,p__Bacillota_A
SRR20677893,p__Bacillota_A
SRR20677897,p__Bacillota_A
SRR20677899,p__Bacillota_A
SRR20677905,p__Bacillota_A
SRR20677907,p__Bacillota_A
SRR20677912,p__Bacillota_A
SRR20677913,p__Bacillota_A
SRR20677918,p__Bacillota_A
SRR21615052,p__Bacillota_A
SRR21615055,p__Bacillota_A
SRR21615056,p__Bacillota_A
SRR21615057,p__Bacillota_A
SRR21615058,p__Bacillota_A
SRR21615062,p__Bacillota_A
SRR21615063,p__Bacillota_A
SRR21615064,p__Bacillota_A
SRR21615066,p__Bacillota_A
SRR21615068,p__Bacillota_A
SRR21615071,p__Bacillota_A
SRR21615072,p__Bacillota_A
SRR21615073,p__Bacillota_A
SRR21615074,p__Bacillota_A
SRR21615081,p__Bacillota_A
SRR21615082,p__Bacillota_A
SRR21615083,p__Bacillota_A
SRR21615084,p__Bacillota_A
SRR21615085,p__Bacillota_A
SRR21615086,p__Bacillota_A
SRR21615087,p__Bacillota_A
SRR21615089,p__Bacillota_A
SRR21615090,p__Bacillota_A
SRR21615091,p__Bacillota_A
SRR21615094,p__Bacillota_A
SRR23364171,p__Bacillota_A
SRR23364172,p__Bacillota_A
SRR23364174,p__Bacillota_A
SRR23364176,p__Bacillota_A
SRR23364177,p__Bacillota_A
SRR23364178,p__Bacillota_A
SRR23364180,p__Bacillota_A
SRR23364182,p__Bacillota_A
SRR23364183,p__Bacillota_A
SRR23364185,p__Bacillota_A
SRR23364192,p__Bacillota_A
SRR23364194,p__Bacillota_A
SRR23364195,p__Bacillota_A
SRR23364196,p__Bacillota_A
SRR23364197,p__Bacillota_A
SRR23364204,p__Bacillota_A
SRR23364205,p__Bacillota_A
SRR23364207,p__Bacillota_A
SRR23364208,p__Bacillota_A
SRR23364214,p__Bacillota_A
SRR23364215,p__Bacillota_A
SRR23364217,p__Bacillota_A
SRR23364219,p__Bacillota_A
SRR23364227,p__Bacillota_A
SRR23364229,p__Bacillota_A
SRR23364240,p__Bacillota_A
SRR23999412,p__Bacillota_A
SRR23999416,p__Bacillota_A
SRR23999419,p__Bacillota_A
SRR23999421,p__Bacillota_A
SRR23999422,p__Bacillota_A
SRR23999423,p__Bacillota_A
SRR23999424,p__Bacillota_A
SRR23999425,p__Bacillota_A
SRR23999426,p__Bacillota_A
SRR23999427,p__Bacillota_A
SRR23999428,p__Bacillota_A
SRR23999429,p__Bacillota_A
SRR23999432,p__Bacillota_A
SRR23999433,p__Bacillota_A
SRR23999434,p__Bacillota_A
SRR23999438,p__Bacillota_A
SRR23999439,p__Bacillota_A
SRR23999440,p__Bacillota_A
SRR23999441,p__Bacillota_A
SRR4052042,p__Firmicutes_A
SRR4305115,p__Firmicutes_A
SRR4305125,p__Firmicutes_A
SRR4305295,p__Firmicutes_A
SRR4305450,p__Firmicutes_A
SRR4305471,p__Firmicutes_A
SRR4408044,p__Firmicutes_A
SRR4408135,p__Firmicutes_A
SRR4408141,p__Firmicutes_A
SRR4408220,p__Firmicutes_A
SRR4408272,p__Firmicutes_A
SRR5405789,p__Firmicutes_A
SRR6795044,p__Firmicutes_A
SRR6915099,p__Bacillota_A
SRR6915102,p__Bacillota_A
SRR6915107,p__Bacillota_A
SRR6915109,p__Bacillota_A
SRR6915111,p__Bacillota_A
SRR6915125,p__Bacillota_A
SRR6915131,p__Bacillota_A
SRR6915134,p__Bacillota_A
SRR6915135,p__Bacillota_A
SRR6915150,p__Bacillota_A
SRR6915159,p__Bacillota_A
SRR6915170,p__Bacillota_A
SRR6915171,p__Bacillota_A
SRR6915173,p__Bacillota_A
SRR6915174,p__Bacillota_A
SRR6915178,p__Bacillota_A
SRR6915179,p__Bacillota_A
SRR6915180,p__Bacillota_A
SRR6915189,p__Bacillota_A
SRR6915196,p__Bacillota_A
SRR6915199,p__Bacillota_A
SRR6915207,p__Bacillota_A
SRR7217504,p__Firmicutes_A
SRR7217762,p__Firmicutes_A
SRR7217769,p__Firmicutes_A
SRR7280964,p__Firmicutes_A
SRR7280965,p__Firmicutes_A
SRR7280975,p__Firmicutes_A
SRR7351637,p__Firmicutes_A
SRR7351638,p__Firmicutes_A
SRR7351643,p__Firmicutes_A
SRR7351644,p__Firmicutes_A
SRR7351646,p__Firmicutes_A
SRR7351652,p__Firmicutes_A
SRR7351663,p__Firmicutes_A
SRR7351692,p__Firmicutes_A
SRR7351693,p__Firmicutes_A
SRR7351701,p__Firmicutes_A
SRR7351715,p__Firmicutes_A
SRR7351718,p__Firmicutes_A
SRR7351729,p__Firmicutes_A
SRR7351738,p__Firmicutes_A
SRR7351747,p__Firmicutes_A
SRR7351749,p__Firmicutes_A
SRR7351753,p__Firmicutes_A
SRR7351756,p__Firmicutes_A
SRR7351757,p__Firmicutes_A
SRR7351771,p__Firmicutes_A
SRR7351772,p__Firmicutes_A
SRR7351777,p__Firmicutes_A
SRR7351784,p__Firmicutes_A
SRR7351792,p__Firmicutes_A
SRR7351794,p__Firmicutes_A
SRR7351795,p__Firmicutes_A
SRR7351801,p__Firmicutes_A
SRR7351803,p__Firmicutes_A
SRR7351807,p__Firmicutes_A
SRR7351813,p__Firmicutes_A
SRR7351822,p__Firmicutes_A
SRR7351828,p__Firmicutes_A
SRR7351833,p__Firmicutes_A
SRR7351842,p__Firmicutes_A
SRR7351843,p__Firmicutes_A
SRR7351853,p__Firmicutes_A
SRR7351855,p__Firmicutes_A
SRR7351858,p__Firmicutes_A
SRR7351864,p__Firmicutes_A
SRR7351871,p__Firmicutes_A
SRR7351879,p__Firmicutes_A
SRR7351900,p__Firmicutes_A
SRR7351903,p__Firmicutes_A
SRR7351904,p__Firmicutes_A
SRR7351908,p__Firmicutes_A
SRR7351911,p__Firmicutes_A
SRR7351912,p__Firmicutes_A
SRR7351914,p__Firmicutes_A
SRR7351915,p__Firmicutes_A
SRR7351930,p__Firmicutes_A
SRR7351944,p__Firmicutes_A
SRR7351945,p__Firmicutes_A
SRR7351949,p__Firmicutes_A
SRR7351954,p__Firmicutes_A
SRR7351959,p__Firmicutes_A
SRR7351964,p__Firmicutes_A
SRR7351968,p__Firmicutes_A
SRR7351978,p__Firmicutes_A
SRR7351980,p__Firmicutes_A
SRR7351982,p__Firmicutes_A
SRR7351983,p__Firmicutes_A
SRR7351984,p__Firmicutes_A
SRR7351996,p__Firmicutes_A
SRR7352000,p__Firmicutes_A
SRR7352001,p__Firmicutes_A
SRR7352006,p__Firmicutes_A
SRR7352024,p__Firmicutes_A
SRR7352028,p__Firmicutes_A
SRR7352030,p__Firmicutes_A
SRR7352033,p__Firmicutes_A
SRR7352037,p__Firmicutes_A
SRR7352043,p__Firmicutes_A
SRR7352045,p__Firmicutes_A
SRR7352046,p__Firmicutes_A
SRR7352049,p__Firmicutes_A
SRR7352061,p__Firmicutes_A
SRR7352062,p__Firmicutes_A
SRR7352073,p__Firmicutes_A
SRR7352085,p__Firmicutes_A
SRR7352091,p__Firmicutes_A
SRR7352093,p__Firmicutes_A
SRR7352094,p__Firmicutes_A
SRR7352095,p__Firmicutes_A
SRR7352103,p__Firmicutes_A
SRR7411270,p__Firmicutes_A
SRR7411321,p__Firmicutes_A
SRR7411326,p__Firmicutes_A
SRR7411348,p__Firmicutes_A
SRR7411350,p__Firmicutes_A
SRR7411354,p__Firmicutes_A
SRR7411356,p__Firmicutes_A
SRR7411359,p__Firmicutes_A
SRR7411368,p__Firmicutes_A
SRR7411380,p__Firmicutes_A
SRR7411397,p__Firmicutes_A
SRR7411400,p__Firmicutes_A
SRR7411404,p__Firmicutes_A
SRR8692178,p__Firmicutes_A
SRR8692182,p__Firmicutes_A
SRR8692183,p__Firmicutes_A
SRR8692185,p__Firmicutes_A
SRR8692188,p__Firmicutes_A
SRR8692199,p__Firmicutes_A
SRR8692216,p__Firmicutes_A
SRR8692219,p__Firmicutes_A
SRR8692221,p__Firmicutes_A
SRR8692224,p__Firmicutes_A
SRR8692233,p__Firmicutes_A
SRR8692234,p__Firmicutes_A
SRR8692235,p__Firmicutes_A
SRR9865477,p__Firmicutes_A
SRR9865477,p__Bacillota_A
SRR9865478,p__Firmicutes_A
SRR9865478,p__Bacillota_A
SRR9865491,p__Bacillota_A
SRR9865531,p__Firmicutes_A
SRR9865531,p__Bacillota_A
SRR9865555,p__Bacillota_A
SRR9865555,p__Firmicutes_A
SRR9865589,p__Firmicutes_A
SRR9865650,p__Bacillota_A
SRR9865658,p__Firmicutes_A
SRR9865658,p__Bacillota_A
SRR9865706,p__Firmicutes_A
SRR9865706,p__Bacillota_A
SRR9865707,p__Bacillota_A
SRR9865712,p__Firmicutes_A
SRR9865712,p__Bacillota_A
SRR9865776,p__Firmicutes_A
SRR9865776,p__Bacillota_A
SRR9865778,p__Bacillota_A
SRR9865818,p__Bacillota_A
SRR7351793,p__Firmicutes_A
ERR1995222,p__Fusobacteriota
SRR14000973,p__Fusobacteriota
SRR14001008,p__Fusobacteriota
SRR14001010,p__Fusobacteriota
SRR14001038,p__Fusobacteriota
SRR14017357,p__Fusobacteriota
SRR14017602,p__Fusobacteriota
SRR21144664,p__Fusobacteriota
ERR1995240,p__Fusobacteriota
SRR14000967,p__Fusobacteriota
SRR14000986,p__Fusobacteriota
SRR17648404,p__Fusobacteriota
SRR21144653,p__Fusobacteriota
ERR3405548,p__Fusobacteriota
SRR14017392,p__Fusobacteriota
SRR21144638,p__Fusobacteriota
SRR21144642,p__Fusobacteriota
SRR5405983,p__Fusobacteriota
CRR476068,p__Fusobacteriota
CRR476075,p__Fusobacteriota
CRR476084,p__Fusobacteriota
CRR476085,p__Fusobacteriota
CRR476105,p__Fusobacteriota
CRR476106,p__Fusobacteriota
CRR476109,p__Fusobacteriota
SRR13077836,p__Fusobacteriota
SRR14001018,p__Fusobacteriota
SRR14001066,p__Fusobacteriota
SRR14355352,p__Fusobacteriota
SRR14355356,p__Fusobacteriota
SRR14355365,p__Fusobacteriota
SRR14355366,p__Fusobacteriota
SRR14355373,p__Fusobacteriota
SRR14355412,p__Fusobacteriota
SRR14355444,p__Fusobacteriota
SRR14693222,p__Fusobacteriota
SRR15910059,p__Fusobacteriota
SRR16124206,p__Fusobacteriota
SRR16124313,p__Fusobacteriota
SRR21615078,p__Fusobacteriota
SRR23999417,p__Fusobacteriota
SRR23999426,p__Fusobacteriota
SRR23999432,p__Fusobacteriota
ERR525886,p__Fusobacteriota
ERR525886,p__Fusobacteriota
SRR14001044,p__Fusobacteriota
SRR14017398,p__Fusobacteriota
SRR14017569,p__Fusobacteriota
SRR14017599,p__Fusobacteriota
SRR18191152,p__Fusobacteriota
SRR18191194,p__Fusobacteriota
SRR20677862,p__Fusobacteriota
SRR20677915,p__Fusobacteriota
SRR23999417,p__Fusobacteriota
SRR16124249,p__Fusobacteriota
SRR13077854,p__Fusobacteriota
SRR16124291,p__Fusobacteriota
SRR16124308,p__Fusobacteriota
SRR19580914,p__Fusobacteriota
CRR191927,p__Fusobacteriota
CRR476074,p__Fusobacteriota
SRR16124330,p__Fusobacteriota
SRR16124362,p__Fusobacteriota
SRR21615058,p__Fusobacteriota
CRR476060,p__Fusobacteriota
CRR476071,p__Fusobacteriota
CRR476078,p__Fusobacteriota
CRR476079,p__Fusobacteriota
CRR476080,p__Fusobacteriota
ERR5730806,p__Fusobacteriota
ERR5748196,p__Fusobacteriota
SRR13077909,p__Fusobacteriota
SRR16124255,p__Fusobacteriota
SRR16124359,p__Fusobacteriota
SRR16124363,p__Fusobacteriota
SRR13077681,p__Fusobacteriota
ERR4283195,p__Fusobacteriota
SRR16124327,p__Fusobacteriota
SRR14017569,p__Fusobacteriota
SRR16124193,p__Fusobacteriota
SRR16124216,p__Fusobacteriota
SRR23999426,p__Fusobacteriota
SRR14001044,p__Fusobacteriota
ERR525886,p__Fusobacteriota
ERR525886,p__Fusobacteriota
SRR13077664,p__Fusobacteriota
SRR16124259,p__Fusobacteriota
SRR16124358,p__Fusobacteriota
SRR16124317,p__Fusobacteriota
SRR16124364,p__Fusobacteriota
ERR4283283,p__Bacillota_A
ERR4283284,p__Bacillota_A
ERR4283285,p__Bacillota_A
ERR4283286,p__Bacillota_A
ERR3405931,p__Firmicutes_A
SRR17648430,p__Bacillota_A
SRR4305075,p__Firmicutes_A
SRR7716240,p__Firmicutes_A
SRR16124358,p__Bacillota
SRR21615056,p__Bacillota
SRR21615075,p__Bacillota
SRR5963175,p__Firmicutes
SRR5963176,p__Firmicutes
SRR5963388,p__Firmicutes
SRR18191179,p__Bacillota_A
SRR19580941,p__Bacillota_A
SRR18191153,p__Bacillota_A
CRR029087,p__Bacillota_A
CRR029092,p__Bacillota_A
CRR057277,p__Bacillota_A
CRR057280,p__Bacillota_A
CRR057281,p__Bacillota_A
CRR057282,p__Bacillota_A
CRR057283,p__Bacillota_A
CRR057284,p__Bacillota_A
CRR057286,p__Bacillota_A
CRR057288,p__Bacillota_A
CRR057291,p__Bacillota_A
CRR057292,p__Bacillota_A
CRR057293,p__Bacillota_A
CRR057295,p__Bacillota_A
CRR057300,p__Bacillota_A
CRR057302,p__Bacillota_A
CRR057308,p__Bacillota_A
CRR057309,p__Bacillota_A
CRR057311,p__Bacillota_A
CRR057314,p__Bacillota_A
CRR057316,p__Bacillota_A
CRR057317,p__Bacillota_A
CRR057318,p__Bacillota_A
CRR057319,p__Bacillota_A
CRR057324,p__Bacillota_A
CRR057325,p__Bacillota_A
CRR057329,p__Bacillota_A
CRR057330,p__Bacillota_A
CRR057334,p__Bacillota_A
CRR057336,p__Bacillota_A
CRR057341,p__Bacillota_A
CRR057342,p__Bacillota_A
CRR057344,p__Bacillota_A
CRR057345,p__Bacillota_A
CRR057346,p__Bacillota_A
CRR057347,p__Bacillota_A
CRR191911,p__Bacillota_A
CRR191920,p__Bacillota_A
CRR476061,p__Bacillota_A
CRR476063,p__Bacillota_A
CRR476064,p__Bacillota_A
CRR476066,p__Bacillota_A
CRR476068,p__Bacillota_A
CRR476069,p__Bacillota_A
CRR476070,p__Bacillota_A
CRR476073,p__Bacillota_A
CRR476091,p__Bacillota_A
CRR476096,p__Bacillota_A
CRR476097,p__Bacillota_A
CRR476098,p__Bacillota_A
CRR476102,p__Bacillota_A
ERR1995216,p__Bacillota_A
ERR1995219,p__Bacillota_A
ERR1995227,p__Bacillota_A
ERR1995249,p__Bacillota_A
ERR1995256,p__Bacillota_A
ERR1995263,p__Bacillota_A
ERR1995264,p__Bacillota_A
ERR3406088,p__Firmicutes_A
ERR3406225,p__Firmicutes_A
ERR3406256,p__Firmicutes_A
ERR3406302,p__Firmicutes_A
ERR4283135,p__Bacillota_A
ERR4283136,p__Bacillota_A
ERR4283138,p__Bacillota_A
ERR4283139,p__Bacillota_A
ERR4283141,p__Bacillota_A
ERR4283150,p__Bacillota_A
ERR4283151,p__Bacillota_A
ERR4283152,p__Bacillota_A
ERR4283154,p__Bacillota_A
ERR4283155,p__Bacillota_A
ERR4283156,p__Bacillota_A
ERR4283161,p__Bacillota_A
ERR4283162,p__Bacillota_A
ERR4283172,p__Bacillota_A
ERR4283173,p__Bacillota_A
ERR4283178,p__Bacillota_A
ERR4283179,p__Bacillota_A
ERR4283203,p__Bacillota_A
ERR4283204,p__Bacillota_A
ERR4283206,p__Bacillota_A
ERR4283218,p__Bacillota_A
ERR4283219,p__Bacillota_A
ERR4283224,p__Bacillota_A
ERR4283225,p__Bacillota_A
ERR4283226,p__Bacillota_A
ERR4283227,p__Bacillota_A
ERR4283232,p__Bacillota_A
ERR4283234,p__Bacillota_A
ERR4283235,p__Bacillota_A
ERR4283242,p__Bacillota_A
ERR4283243,p__Bacillota_A
ERR4283248,p__Bacillota_A
ERR4283249,p__Bacillota_A
ERR4283264,p__Bacillota_A
ERR4283267,p__Bacillota_A
ERR4283271,p__Bacillota_A
ERR4283275,p__Bacillota_A
ERR4283276,p__Bacillota_A
ERR4283278,p__Bacillota_A
ERR4283290,p__Bacillota_A
ERR4283293,p__Bacillota_A
ERR4283294,p__Bacillota_A
ERR4283295,p__Bacillota_A
ERR4283297,p__Bacillota_A
ERR4283298,p__Bacillota_A
ERR4283304,p__Bacillota_A
ERR4283306,p__Bacillota_A
ERR4283307,p__Bacillota_A
ERR4283316,p__Bacillota_A
ERR4283317,p__Bacillota_A
ERR4283318,p__Bacillota_A
ERR4283319,p__Bacillota_A
ERR4283323,p__Bacillota_A
ERR4283328,p__Bacillota_A
ERR4283331,p__Bacillota_A
ERR4283340,p__Bacillota_A
ERR4283341,p__Bacillota_A
ERR4283343,p__Bacillota_A
ERR4283351,p__Bacillota_A
ERR4283372,p__Bacillota_A
ERR4283373,p__Bacillota_A
ERR4283374,p__Bacillota_A
ERR4283379,p__Bacillota_A
ERR4283388,p__Bacillota_A
ERR4283389,p__Bacillota_A
ERR4283391,p__Bacillota_A
ERR4283411,p__Bacillota_A
ERR4283425,p__Bacillota_A
ERR4283429,p__Bacillota_A
ERR4283431,p__Bacillota_A
ERR4283434,p__Bacillota_A
ERR4283438,p__Bacillota_A
ERR4283439,p__Bacillota_A
ERR4283440,p__Bacillota_A
ERR4283442,p__Bacillota_A
ERR4283444,p__Bacillota_A
ERR4283445,p__Bacillota_A
ERR4283451,p__Bacillota_A
ERR4283454,p__Bacillota_A
ERR4283455,p__Bacillota_A
ERR4283456,p__Bacillota_A
ERR4283457,p__Bacillota_A
ERR4283458,p__Bacillota_A
ERR4283459,p__Bacillota_A
ERR4283461,p__Bacillota_A
ERR4283462,p__Bacillota_A
ERR4283463,p__Bacillota_A
ERR4283464,p__Bacillota_A
ERR4283465,p__Bacillota_A
ERR4283475,p__Bacillota_A
ERR4283478,p__Bacillota_A
ERR4283486,p__Bacillota_A
ERR4283487,p__Bacillota_A
ERR4283488,p__Bacillota_A
ERR525703,p__Bacillota_A
ERR525904,p__Bacillota_A
ERR525935,p__Bacillota_A
ERR525939,p__Bacillota_A
ERR7671880,p__Bacillota_A
ERR7671893,p__Bacillota_A
ERR7671896,p__Bacillota_A
ERR7671904,p__Bacillota_A
ERR7671933,p__Bacillota_A
ERR7671947,p__Bacillota_A
ERR7671961,p__Bacillota_A
ERR7671973,p__Bacillota_A
SRR12137099,p__Bacillota_A
SRR12137101,p__Bacillota_A
SRR12137103,p__Bacillota_A
SRR12137115,p__Bacillota_A
SRR12137116,p__Bacillota_A
SRR12328894,p__Bacillota_A
SRR12328937,p__Bacillota_A
SRR12442175,p__Bacillota_A
SRR12672302,p__Bacillota_A
SRR13077654,p__Bacillota_A
SRR13077666,p__Bacillota_A
SRR13077667,p__Bacillota_A
SRR13077673,p__Bacillota_A
SRR13077675,p__Bacillota_A
SRR13077688,p__Bacillota_A
SRR13077708,p__Bacillota_A
SRR13077724,p__Bacillota_A
SRR13077730,p__Bacillota_A
SRR13077734,p__Bacillota_A
SRR13077737,p__Bacillota_A
SRR13077746,p__Bacillota_A
SRR13077747,p__Bacillota_A
SRR13077748,p__Bacillota_A
SRR13077753,p__Bacillota_A
SRR13077755,p__Bacillota_A
SRR13077761,p__Bacillota_A
SRR13077767,p__Bacillota_A
SRR13077769,p__Bacillota_A
SRR13077775,p__Bacillota_A
SRR13077776,p__Bacillota_A
SRR13077781,p__Bacillota_A
SRR13077784,p__Bacillota_A
SRR13077790,p__Bacillota_A
SRR13077792,p__Bacillota_A
SRR13077819,p__Bacillota_A
SRR13077826,p__Bacillota_A
SRR13077827,p__Bacillota_A
SRR13077830,p__Bacillota_A
SRR13077835,p__Bacillota_A
SRR13077838,p__Bacillota_A
SRR13077838,p__Bacillota_A
SRR13077842,p__Bacillota_A
SRR13077844,p__Bacillota_A
SRR13077856,p__Bacillota_A
SRR13077859,p__Bacillota_A
SRR13077874,p__Bacillota_A
SRR13077876,p__Bacillota_A
SRR13077885,p__Bacillota_A
SRR13077890,p__Bacillota_A
SRR13077898,p__Bacillota_A
SRR13077899,p__Bacillota_A
SRR13077904,p__Bacillota_A
SRR13077908,p__Bacillota_A
SRR13077909,p__Bacillota_A
SRR14000780,p__Bacillota_A
SRR14000896,p__Bacillota_A
SRR14000897,p__Bacillota_A
SRR14000930,p__Bacillota_A
SRR14000946,p__Bacillota_A
SRR14000984,p__Bacillota_A
SRR14000987,p__Bacillota_A
SRR14001007,p__Bacillota_A
SRR14001019,p__Bacillota_A
SRR14001033,p__Bacillota_A
SRR14001059,p__Bacillota_A
SRR14001068,p__Bacillota_A
SRR14001073,p__Bacillota_A
SRR14001089,p__Bacillota_A
SRR14001098,p__Bacillota_A
SRR14017306,p__Bacillota_A
SRR14017329,p__Bacillota_A
SRR14017367,p__Bacillota_A
SRR14017383,p__Bacillota_A
SRR14017392,p__Bacillota_A
SRR14017410,p__Bacillota_A
SRR14017411,p__Bacillota_A
SRR14017416,p__Bacillota_A
SRR14017420,p__Bacillota_A
SRR14017425,p__Bacillota_A
SRR14017484,p__Bacillota_A
SRR14017492,p__Bacillota_A
SRR14017501,p__Bacillota_A
SRR14017520,p__Bacillota_A
SRR14017521,p__Bacillota_A
SRR14017621,p__Bacillota_A
SRR14355321,p__Bacillota_A
SRR14355331,p__Bacillota_A
SRR14355339,p__Bacillota_A
SRR14355342,p__Bacillota_A
SRR14355351,p__Bacillota_A
SRR14355356,p__Bacillota_A
SRR14355374,p__Bacillota_A
SRR14355380,p__Bacillota_A
SRR14355387,p__Bacillota_A
SRR14355389,p__Bacillota_A
SRR14355414,p__Bacillota_A
SRR14355428,p__Bacillota_A
SRR14355430,p__Bacillota_A
SRR14693202,p__Bacillota_A
SRR14693204,p__Bacillota_A
SRR14693229,p__Bacillota_A
SRR14693230,p__Bacillota_A
SRR15910049,p__Bacillota_A
SRR15910052,p__Bacillota_A
SRR15910055,p__Bacillota_A
SRR15910056,p__Bacillota_A
SRR15910058,p__Bacillota_A
SRR15910060,p__Bacillota_A
SRR15910061,p__Bacillota_A
SRR15910062,p__Bacillota_A
SRR15910064,p__Bacillota_A
SRR15910066,p__Bacillota_A
SRR15910067,p__Bacillota_A
SRR15910070,p__Bacillota_A
SRR15910076,p__Bacillota_A
SRR15910077,p__Bacillota_A
SRR15910078,p__Bacillota_A
SRR15910083,p__Bacillota_A
SRR15910084,p__Bacillota_A
SRR15910087,p__Bacillota_A
SRR16124168,p__Bacillota_A
SRR16124170,p__Bacillota_A
SRR16124194,p__Bacillota_A
SRR16124213,p__Bacillota_A
SRR16124220,p__Bacillota_A
SRR16124222,p__Bacillota_A
SRR16124239,p__Bacillota_A
SRR16124245,p__Bacillota_A
SRR16124261,p__Bacillota_A
SRR16124272,p__Bacillota_A
SRR16124276,p__Bacillota_A
SRR16124285,p__Bacillota_A
SRR16124292,p__Bacillota_A
SRR16124317,p__Bacillota_A
SRR16124319,p__Bacillota_A
SRR16124326,p__Bacillota_A
SRR16124342,p__Bacillota_A
SRR16124359,p__Bacillota_A
